,epoch,train,val
0,0,5.207565868898257e+23,2.721841891913948e+24
1,10,5.252754782116978e+23,2.7218418919128125e+24
2,20,5.2389090922664725e+23,2.721841891906072e+24
3,30,5.227571979752426e+23,2.72184189188492e+24
4,40,5.2329864868507014e+23,2.7218418918405915e+24
5,50,5.207245590300113e+23,2.7218418917585936e+24
6,60,5.189587228180773e+23,2.721841891839874e+24
7,70,5.219406540883689e+23,2.721841891427479e+24
8,80,5.1882465994876176e+23,2.7218418912805117e+24
9,90,5.225291107252335e+23,2.721841891546439e+24
